,cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
10,11,1.5390544,1.063239,1.075588,1.0670686,1.0861808,1.0761591,0.87117839,1.0889271,1.0845895,1.075684,1.0859262,1.0828668,1.0779328,1.0787461,1.0912602,1.0824897,1.0809606,1.0829589,1.0880535,1.0834858,1.0982825,1.0811639,1.0963678,1.0800897,1.0742984,1.0816469,1.0784421,1.0762966,1.0857533,1.087332,1.083007,1.0838482,1.0715883,1.0883305,1.0876768,1.0816935,1.0805001,1.0814111,1.0978042,1.0870346,1.0730482,1.0732708,1.0751992,1.0741063,1.0830258,1.0819414,1.0736618,1.0667542,1.048761,1.0671682,1.087346,1.0810715,1.0839732,1.0779287,1.0712141,1.0712364,1.0817634,1.0703263,1.0762421,1.0765954,1.0781097,1.0713637,1.0786407,1.0790582,1.0836747,1.0740285,1.0730947,1.0839264,1.0789499,1.0741105,1.084475,1.0684501,1.0818485,1.0737822,1.0821626,1.0786415,1.0749875,1.0742788,1.077744,1.049202,1.075416,1.0714687,1.0724114,1.0705919,1.0644095,1.0704181,1.076515,1.0691273,1.0766684,1.0710075,1.0637645,1.0689653,1.0700941,1.0738997,1.0682318,1.0675582,1.0683353,1.0586909,1.0501567,1.0645087,1.0751888,1.0639077,1.0521443,1.0701022,1.0717747,1.0710388,1.0625443,1.0640404,1.0652906,1.0601805,1.0650423,1.0631925,1.0538734,1.0691469,1.0728927,1.0730319,1.0713158,1.0744687,1.0536388,1.0618695,1.0705177,1.0679934,1.0729407
11,12,1.0738269,1.0546724,1.0708272,1.0619684,1.0817165,1.0763017,0.87117839,1.0889345,1.0823009,1.0683215,1.078456,1.0829163,1.0780599,1.0788994,1.0912689,1.0825186,1.0810313,1.0830728,1.0858102,1.0834947,1.0983301,1.0812281,1.0964042,1.0801984,1.0743827,1.0817412,1.0784914,1.0762979,1.0858474,1.0873116,1.0830122,1.0839056,1.0716065,1.0883154,1.0876795,1.0780181,1.075169,1.0775945,1.0941756,1.087181,1.0730333,1.0734097,1.0753803,1.074206,1.0831788,1.0821275,1.072789,1.0672396,1.0487111,1.0671008,1.0879023,1.0814501,1.0842119,1.0780791,1.0713692,1.0713369,1.0819823,1.0704838,1.0766805,1.0768864,1.0782927,1.0715253,1.0787601,1.0782287,1.0840653,1.0730932,1.0721114,1.0842479,1.0791595,1.0743161,1.0847527,1.0686709,1.0822717,1.0741277,1.0824354,1.0790627,1.0753322,1.0745759,1.0780275,1.0494546,1.0755422,1.0716541,1.0725312,1.0705655,1.0643651,1.0704712,1.0767156,1.0692623,1.0768582,1.0709617,1.0638813,1.0689611,1.069919,1.073773,1.0683635,1.0676333,1.0681915,1.0587474,1.050017,1.0643713,1.0752844,1.0637623,1.0519128,1.0702708,1.0719258,1.0711241,1.0626241,1.0640455,1.0653019,1.060217,1.065112,1.0633729,1.0539118,1.0691975,1.0729655,1.0731919,1.0713842,1.0746386,1.0536437,1.0616318,1.0705789,1.0681455,1.0729898
12,13,1.0750562,1.0581912,1.0733058,1.064705,1.0834588,1.0764003,0.87117839,1.0889733,1.0819396,1.0733308,1.0831832,1.0829383,1.0781317,1.0789477,1.0913666,1.0825608,1.0809838,1.0830576,1.0857648,1.0835716,1.0982889,1.0812477,1.0964614,1.080246,1.074385,1.0804996,1.0773222,1.0763566,1.0857912,1.087273,1.0830065,1.0839137,1.0716045,1.088287,1.0877557,1.0806551,1.0779788,1.0787909,1.0950853,1.0872155,1.0723603,1.0735382,1.0753163,1.0742352,1.0831265,1.0821843,1.0736632,1.0653509,1.0486101,1.065123,1.0878379,1.0815841,1.0844001,1.077867,1.0718962,1.0714058,1.0818508,1.0691625,1.0761784,1.0768394,1.0780456,1.0715549,1.0787208,1.0791196,1.0839046,1.0743284,1.0734919,1.084414,1.0793219,1.0743484,1.0847815,1.0683014,1.0818561,1.0740174,1.082454,1.0791668,1.0755334,1.0747776,1.0781708,1.0494865,1.0755683,1.0719966,1.0722629,1.0704837,1.0644456,1.0705544,1.0765821,1.0692809,1.0767781,1.0710546,1.0627195,1.069051,1.0700039,1.0737964,1.0682956,1.0677133,1.0681823,1.0589116,1.0502694,1.0645527,1.0751407,1.063849,1.0517812,1.0703176,1.071972,1.071075,1.0625895,1.0640492,1.0652812,1.0603508,1.0651532,1.0635041,1.0539535,1.0693784,1.0730265,1.0732588,1.0714848,1.0747403,1.053717,1.0615309,1.070624,1.0681577,1.0731136
13,14,1.0730921,1.0592513,1.0742126,1.0656984,1.084362,1.076528,0.87117839,1.0889834,1.0818352,1.0739651,1.0841919,1.0829455,1.0780791,1.0789433,1.0914187,1.0827286,1.0809973,1.0830584,1.0855526,1.0835986,1.0983156,1.0812966,1.0964887,1.0803288,1.0744941,1.0817536,1.0785298,1.0763847,1.0858122,1.0873559,1.0830331,1.08398,1.071574,1.0882783,1.0877666,1.0814335,1.0790153,1.0797371,1.0960648,1.0871215,1.0729095,1.0736208,1.0754894,1.0742466,1.0830783,1.0823216,1.0741998,1.0670791,1.0486121,1.0654278,1.0879164,1.0815985,1.0844959,1.0779884,1.071841,1.0716377,1.0821421,1.0707169,1.0767637,1.0771252,1.0784748,1.0717163,1.0789171,1.0796044,1.0841446,1.0745227,1.073614,1.0845622,1.0793502,1.0744234,1.0849174,1.0683966,1.0820976,1.0743406,1.0826248,1.0792842,1.0756245,1.0748364,1.0782464,1.0497305,1.0756472,1.0720046,1.0724429,1.0706061,1.0645781,1.0705639,1.0766661,1.0694506,1.0770531,1.0711702,1.0637622,1.0690017,1.0700382,1.0738672,1.0683253,1.0678315,1.0681145,1.0589092,1.0500481,1.064658,1.0753924,1.063925,1.0516714,1.0703279,1.0720539,1.071138,1.0625634,1.0641932,1.0652479,1.0604709,1.0650836,1.0635124,1.0540271,1.0694478,1.0730641,1.0733364,1.0717002,1.074818,1.0538285,1.0612603,1.0706929,1.0683548,1.0732448
14,15,1.0758405,1.0594339,1.0746658,1.0661721,1.0848767,1.0765961,0.87117839,1.0890284,1.0819743,1.0740881,1.084345,1.0829247,1.0781142,1.0789936,1.0913124,1.0826586,1.0810999,1.0831062,1.0855418,1.083622,1.0983149,1.0812578,1.0965052,1.0803678,1.0745145,1.0817475,1.0785834,1.0764545,1.0858546,1.0873736,1.0830039,1.0840327,1.0716355,1.0882617,1.0878078,1.0818815,1.079388,1.0803487,1.0964152,1.0873178,1.0722783,1.073716,1.0755835,1.074167,1.0832168,1.0824696,1.0752621,1.0673006,1.0483627,1.0649443,1.0885669,1.0820123,1.0847001,1.0779542,1.0715247,1.0716072,1.082031,1.0707318,1.0766698,1.0772126,1.0782367,1.0718147,1.0789883,1.0795345,1.0842453,1.0746605,1.073752,1.0848725,1.0795259,1.0746177,1.0850763,1.0685186,1.0823082,1.0743235,1.0826764,1.0796821,1.0759887,1.0752119,1.0785023,1.049922,1.0754443,1.0720097,1.0723234,1.0706449,1.0647088,1.0707361,1.0767251,1.0694902,1.0771286,1.0712322,1.0640984,1.0580338,1.0701538,1.0738759,1.0684775,1.0679266,1.0678563,1.0590302,1.050331,1.0646185,1.0753336,1.0638971,1.0514872,1.0704545,1.0720847,1.0712277,1.0627203,1.0642124,1.0653039,1.0604441,1.0650676,1.0637225,1.0542842,1.069528,1.0730598,1.0733571,1.0716645,1.0747122,1.0537403,1.0609072,1.0707315,1.0684052,1.0733707
15,16,1.072405,1.0597637,1.075002,1.0665389,1.0853007,1.076746,0.87117839,1.0891064,1.0820032,1.0741748,1.0844616,1.0829886,1.078177,1.0790927,1.0913901,1.0827425,1.0811108,1.0831524,1.085543,1.0836917,1.0982523,1.0813031,1.0965248,1.0804093,1.0745797,1.0818046,1.078631,1.0763295,1.0859635,1.0873928,1.0830698,1.0841408,1.0716709,1.0882808,1.0878361,1.0821285,1.0797621,1.0809035,1.0967561,1.0873792,1.0721682,1.0737032,1.0754433,1.0741229,1.0830419,1.0824069,1.0741626,1.0666113,1.0480453,1.0633978,1.0882844,1.081826,1.0847306,1.0779382,1.0720402,1.0716735,1.0821619,1.070737,1.0764527,1.0772059,1.0782882,1.0719099,1.0789996,1.0790807,1.0842352,1.0746123,1.0737526,1.0848174,1.0796255,1.0745803,1.0851603,1.0680027,1.0822932,1.0744383,1.0829515,1.0795541,1.0759934,1.0750312,1.0785329,1.0499206,1.0755121,1.0722343,1.0720124,1.0707958,1.0647665,1.0707296,1.0768569,1.0695294,1.0772234,1.0711849,1.0641338,1.0613343,1.0701317,1.0738484,1.0684793,1.0679874,1.0677009,1.0591089,1.0502356,1.0646714,1.0754038,1.0639647,1.051289,1.0706538,1.0720809,1.0712943,1.0627035,1.0641928,1.065339,1.0604578,1.065222,1.0638231,1.0542921,1.0696387,1.0730581,1.073467,1.0716475,1.0747956,1.0536934,1.0607761,1.0708863,1.0683966,1.0732634
16,17,1.0761998,1.0598733,1.0752209,1.0667986,1.0856069,1.0768237,0.87117839,1.0890222,1.0819749,1.0742261,1.0846463,1.082999,1.0782306,1.0791383,1.0913309,1.0827425,1.0810974,1.0831283,1.0856423,1.0837103,1.098269,1.0813153,1.0965058,1.080431,1.0745826,1.0817878,1.0786072,1.0764014,1.0859524,1.0873899,1.0830611,1.0840665,1.0715706,1.0883179,1.087817,1.0823987,1.079958,1.0811822,1.0971587,1.0875041,1.0724574,1.0737081,1.0757152,1.0740523,1.0830526,1.0825158,1.0758442,1.0672612,1.0483952,1.0636888,1.0885482,1.0817518,1.0846863,1.0780809,1.0720887,1.0718265,1.0823764,1.0709391,1.0771122,1.077522,1.0788139,1.0720952,1.0792284,1.0787507,1.0846167,1.0736455,1.0726341,1.0849303,1.079762,1.0747584,1.0853529,1.0683939,1.0827526,1.0748742,1.0830559,1.0797341,1.0760504,1.0750459,1.0785908,1.0500593,1.0755508,1.0722232,1.0720856,1.0708847,1.0648082,1.0707607,1.0768059,1.0694581,1.0772539,1.0711514,1.0642991,1.0630597,1.070087,1.0738573,1.0684272,1.0680083,1.0675895,1.0591078,1.0503628,1.0648559,1.0754076,1.0640233,1.0512664,1.0706891,1.0720531,1.071404,1.0627776,1.0641203,1.0652597,1.0604227,1.0651001,1.063816,1.0542873,1.0697393,1.0730985,1.0735102,1.0717617,1.0748714,1.0538383,1.0604508,1.070919,1.0684268,1.0732198
17,18,1.0761871,1.0600343,1.0754372,1.0669607,1.0858586,1.0769036,0.87117839,1.0890186,1.0818729,1.0742134,1.0846277,1.0830263,1.0782139,1.0791378,1.0913506,1.0826672,1.0811632,1.083196,1.0855848,1.0836622,1.0982422,1.0813152,1.0965245,1.0805185,1.0746565,1.0818305,1.0786502,1.0764349,1.0859934,1.0873368,1.0831213,1.0841254,1.0716206,1.0882283,1.0878122,1.0825363,1.0801253,1.0814391,1.0973228,1.0875157,1.07183,1.0739418,1.0759286,1.0740305,1.0831288,1.0825363,1.0723889,1.0676094,1.0481906,1.0636046,1.0888139,1.0819405,1.0848259,1.0775136,1.0722002,1.0719858,1.0817807,1.0710849,1.0769496,1.0773381,1.0787752,1.0722336,1.0791793,1.0797478,1.0842136,1.0747035,1.0739255,1.085145,1.0799924,1.0745814,1.0851762,1.0685028,1.0820101,1.0744117,1.0829142,1.0797614,1.0761997,1.0752492,1.0786543,1.0500462,1.0755863,1.0723783,1.0720655,1.0707641,1.0634618,1.0707055,1.0768418,1.0695611,1.0772191,1.0711079,1.0642332,1.0644616,1.0699753,1.0738146,1.0684186,1.0679822,1.0674167,1.0589751,1.0504011,1.0649663,1.075509,1.0640781,1.0510685,1.0707309,1.0720305,1.0713718,1.0628042,1.0642473,1.0653573,1.0603836,1.0650523,1.0638275,1.0543779,1.0697159,1.0730206,1.0735817,1.0716674,1.0747749,1.0537512,1.0602862,1.0707999,1.0684555,1.0732032
18,19,1.0764284,1.0601169,1.0755485,1.0670619,1.0859253,1.0769346,0.87117839,1.0889872,1.0818582,1.0741806,1.08462,1.0830266,1.0782988,1.0792227,1.0901743,1.0814627,1.0812205,1.0832449,1.0855571,1.0837077,1.0982409,1.0813514,1.0964957,1.0793597,1.0734589,1.0818299,1.0786548,1.0764062,1.0860233,1.087449,1.0831599,1.0841348,1.0715754,1.088239,1.0878189,1.0827249,1.0802556,1.0814744,1.0948926,1.0875694,1.0721538,1.0738108,1.0756508,1.073884,1.0829653,1.0825062,1.0745831,1.0670643,1.0477476,1.0622864,1.0886576,1.0817771,1.0848091,1.0778863,1.0723301,1.071927,1.0823168,1.0710373,1.0773394,1.077634,1.0789341,1.0722712,1.079289,1.0798937,1.0845537,1.0748718,1.0739135,1.0851196,1.0800585,1.0747933,1.0854665,1.0678701,1.0825531,1.0749098,1.083208,1.0797926,1.076166,1.0751644,1.0787399,1.0500526,1.075505,1.0723876,1.0717537,1.0708299,1.0647759,1.0706683,1.0768691,1.0695937,1.0771823,1.0710675,1.0642147,1.0652725,1.0699589,1.0737954,1.0683461,1.0679505,1.0673078,1.0590943,1.0503913,1.0650194,1.0754929,1.0641844,1.0509038,1.0708865,1.0721468,1.0714433,1.0627549,1.0641557,1.0653374,1.0605863,1.0653681,1.0637759,1.0544195,1.0696729,1.0731257,1.0736459,1.0716513,1.0747868,1.0537277,1.0599411,1.0696946,1.0683903,1.0731698
19,20,1.0765469,1.060204,1.0757278,1.0672472,1.0861309,1.0770049,0.87117839,1.0890421,1.0818721,1.0741116,1.0847108,1.0830033,1.0783032,1.0792434,1.0913407,1.0827345,1.0811813,1.0832524,1.085535,1.0838182,1.0983334,1.0813408,1.0964094,1.0805745,1.0747579,1.0818619,1.0786675,1.0765978,1.0861219,1.0874048,1.0831165,1.0841161,1.0715381,1.0882655,1.0878397,1.0828415,1.0802811,1.0817535,1.097546,1.0876187,1.0721238,1.0738922,1.0758544,1.0738285,1.0829297,1.0825186,1.07471,1.0675267,1.0479593,1.0622791,1.0888681,1.0815878,1.0849268,1.0780296,1.0723156,1.071977,1.0823691,1.0712254,1.077227,1.0780132,1.0791894,1.0723844,1.0793511,1.0801784,1.08482,1.0748907,1.0738977,1.0852045,1.0801665,1.0749608,1.0856955,1.0680779,1.0829241,1.0750446,1.0834366,1.0798876,1.0761435,1.0750977,1.0786786,1.0501361,1.0755033,1.0723708,1.0717922,1.0708976,1.0648688,1.0706711,1.0768663,1.0695506,1.0772381,1.0710218,1.0642722,1.0659051,1.0699668,1.0738093,1.0682827,1.0680176,1.0671793,1.0589721,1.0504469,1.0652157,1.0755256,1.0641556,1.0508945,1.0710145,1.07215,1.0714211,1.0628263,1.0642781,1.0652676,1.0605408,1.0653455,1.0636953,1.0544653,1.0697806,1.0731906,1.07367,1.0715487,1.0747329,1.0539393,1.0598503,1.0708239,1.0685091,1.0732428
20,21,1.0766536,1.0603255,1.075834,1.0673987,1.0862316,1.0771352,0.87117839,1.0891057,1.0819227,1.0740329,1.0847018,1.0830191,1.0783278,1.0792317,1.0913928,1.0827444,1.0811784,1.0832658,1.0855669,1.0837471,1.0982602,1.0813304,1.0964599,1.0806009,1.0747967,1.0818647,1.0786946,1.0764546,1.0861069,1.0873945,1.0831178,1.0840868,1.0715301,1.0882182,1.0878565,1.0828851,1.0804559,1.0817684,1.0962675,1.0877124,1.0706863,1.0738692,1.0758696,1.0737761,1.0829966,1.0826085,1.0735788,1.0670505,1.0479947,1.0608637,1.089118,1.0820169,1.0849379,1.0775284,1.0726935,1.0718054,1.081831,1.0709317,1.0769385,1.0777264,1.0786575,1.0723732,1.0792154,1.0797545,1.0844122,1.074878,1.0741016,1.0854063,1.0801507,1.0748174,1.0854975,1.067852,1.0821995,1.074602,1.0832307,1.0800086,1.0764819,1.0754081,1.0788608,1.0501528,1.0754765,1.0725733,1.0715176,1.070961,1.0648835,1.0706277,1.0768197,1.0695869,1.0773416,1.0711449,1.0642347,1.0663387,1.0698708,1.0738391,1.0683392,1.0679859,1.0668911,1.0590429,1.0505558,1.065119,1.0754402,1.0641699,1.0504866,1.0708808,1.0722162,1.0714986,1.062784,1.0642306,1.0653628,1.0606048,1.0652103,1.0636678,1.0544289,1.0697519,1.0732316,1.0737607,1.0715797,1.074731,1.0537816,1.0595942,1.0708742,1.0685432,1.073287
21,22,1.0766355,1.0603707,1.0759634,1.0674989,1.0863546,1.0771534,0.87117839,1.089076,1.0819176,1.0740334,1.0846689,1.0830059,1.0782109,1.0792979,1.0913711,1.08278,1.0811744,1.0833101,1.0855838,1.0836565,1.0981539,1.0813515,1.0964235,1.0805892,1.0748155,1.081865,1.0786742,1.0764669,1.0861012,1.0874515,1.0831566,1.0841411,1.0715444,1.0881574,1.0878601,1.0830722,1.0805713,1.0818744,1.0975854,1.0876653,1.0712503,1.0738003,1.0756266,1.0735368,1.0827773,1.0824755,1.0755304,1.0666474,1.0473453,1.0600287,1.0887387,1.081761,1.0849128,1.0777373,1.072405,1.0719068,1.0821751,1.0710566,1.076941,1.077733,1.0786602,1.0724075,1.0793393,1.0784208,1.0844398,1.0735623,1.0726589,1.0852457,1.0802536,1.0748912,1.0857004,1.0673286,1.0824119,1.0747854,1.0832175,1.07978,1.0762728,1.0751705,1.0788493,1.0501485,1.0752091,1.0724384,1.0712464,1.0708232,1.0649921,1.0705918,1.0768452,1.0695587,1.077486,1.0711592,1.0641971,1.0666648,1.0698978,1.0738101,1.0683585,1.0680346,1.0667832,1.0588944,1.0505773,1.0651004,1.0754918,1.0641993,1.0503008,1.0707678,1.0722288,1.0714121,1.06275,1.0642157,1.0652939,1.0605433,1.0651191,1.063656,1.0545193,1.0697644,1.0731423,1.0737298,1.0717144,1.0748106,1.0537179,1.0592424,1.0708808,1.0685199,1.0732454
22,23,1.0754509,1.0604107,1.0760384,1.0675882,1.0864251,1.0771024,0.87117839,1.0890791,1.0820432,1.0739838,1.0847434,1.0817287,1.0783392,1.0792785,1.0912943,1.0827059,1.0811245,1.0832921,1.0857261,1.0836648,1.098121,1.0813745,1.0963508,1.0805532,1.0748376,1.081857,1.0786538,1.0763685,1.086092,1.0874407,1.0830774,1.0841025,1.0714434,1.0881282,1.0878464,1.0831125,1.0805753,1.0819178,1.09762,1.0877374,1.0715271,1.0737205,1.0757254,1.0733407,1.0826838,1.0824583,1.0759243,1.067014,1.0473962,1.0599813,1.088564,1.0814914,1.0849514,1.0777969,1.0724416,1.0719771,1.0823057,1.0712376,1.077154,1.0779768,1.0791395,1.0725543,1.0794894,1.0801345,1.0846616,1.0748837,1.0738027,1.0851301,1.0802596,1.0749186,1.0857875,1.0674416,1.0826508,1.0750339,1.083303,1.079827,1.0761393,1.0749607,1.0788157,1.0501968,1.0752426,1.0724502,1.0712163,1.0707259,1.06481,1.0705801,1.0767515,1.0695783,1.0774468,1.0711793,1.0641969,1.0670063,1.0699441,1.0737613,1.0684495,1.0680013,1.0665414,1.058872,1.0506248,1.0650233,1.0755467,1.0641886,1.0500702,1.0707788,1.0721735,1.0714399,1.0627601,1.0641828,1.0653386,1.0604688,1.0652168,1.0637467,1.054511,1.069777,1.0731597,1.0737383,1.0717065,1.074808,1.053688,1.0589865,1.0695053,1.0684477,1.0732069
23,24,1.0766494,1.0604972,1.0761058,1.0676802,1.0865164,1.0771531,0.87117839,1.0890414,1.0820172,1.0739037,1.0847709,1.0829235,1.0770954,1.0780314,1.0913316,1.0826861,1.0812141,1.0833462,1.0858058,1.083645,1.0980847,1.0812387,1.0963646,1.0804961,1.0748736,1.0818405,1.0786885,1.0764109,1.086095,1.0875146,1.0831,1.0840853,1.071393,1.0880395,1.0877992,1.0832493,1.0805809,1.0819768,1.0977654,1.0877383,1.070012,1.073603,1.0757338,1.07342,1.0825813,1.0825022,1.0709103,1.0663038,1.0473266,1.0581433,1.0886016,1.0818275,1.0849916,1.0772327,1.0729172,1.0716343,1.0818207,1.0707746,1.0766785,1.0775849,1.0785668,1.0723646,1.0792921,1.0797617,1.0841373,1.0748132,1.0739851,1.0853173,1.0802562,1.074766,1.0855892,1.0669854,1.0818471,1.0744946,1.0830675,1.079785,1.0764297,1.0752048,1.079004,1.0502502,1.0751381,1.0726156,1.0708883,1.0708826,1.0647819,1.0705342,1.0767441,1.0695274,1.0774803,1.071059,1.0642351,1.067179,1.0699619,1.0736942,1.0684471,1.0680106,1.0652237,1.0588807,1.0505224,1.0649706,1.0754253,1.0641578,1.0498389,1.0708818,1.0721531,1.0714576,1.0627693,1.0641121,1.0652844,1.0603417,1.0650958,1.0637074,1.0545746,1.0697671,1.0731633,1.0736898,1.0716166,1.0747705,1.0538106,1.0587656,1.0707102,1.0685261,1.0731597
24,25,1.076545,1.0605816,1.0761521,1.0678107,1.0866976,1.077193,0.87117839,1.0889785,1.0820861,1.0738349,1.0847681,1.0829431,1.0782816,1.0792596,1.091313,1.0826769,1.0811888,1.0833079,1.0858523,1.0824287,1.0980194,1.0812483,1.0963807,1.080523,1.0748744,1.0818325,1.0786824,1.0764613,1.0861388,1.0875448,1.0831488,1.0841075,1.0713354,1.087991,1.0878065,1.0832995,1.0806712,1.0820794,1.0977191,1.0877628,1.0710336,1.0736855,1.0757152,1.0732006,1.0824956,1.0825368,1.0746946,1.0668695,1.0469995,1.0584524,1.0886298,1.0815012,1.0850732,1.077683,1.0726565,1.0720184,1.0823706,1.0713295,1.0772359,1.0780925,1.0792609,1.0726111,1.0796106,1.0801948,1.0847658,1.0750375,1.0739892,1.0853626,1.0803931,1.0750711,1.0859218,1.0672319,1.0826379,1.0751492,1.0835464,1.0799508,1.0763541,1.0750747,1.0789427,1.050132,1.0751202,1.0724554,1.0708908,1.0707502,1.0648519,1.070559,1.0768077,1.0694554,1.0775471,1.0710634,1.0641246,1.0672332,1.0698812,1.0738056,1.0683823,1.0679696,1.0662822,1.0588521,1.0505047,1.0650537,1.0754644,1.064123,1.0496676,1.0708916,1.0721382,1.0714594,1.0626384,1.064049,1.0653108,1.0602406,1.0650327,1.0636543,1.0544939,1.0697879,1.0730085,1.0737405,1.0719851,1.0747848,1.0535709,1.0585668,1.0706769,1.0684638,1.0732933
25,26,1.0765674,1.0606207,1.0762388,1.0678054,1.0866631,1.0772907,0.87117839,1.0890082,1.0821021,1.0738261,1.0848492,1.0829712,1.0782204,1.0792792,1.0901551,1.082715,1.0811573,1.0832864,1.0858127,1.0836471,1.0980414,1.0812505,1.0963221,1.0805455,1.0749097,1.0818551,1.0786811,1.0762899,1.0861409,1.0875932,1.0831995,1.0841339,1.071365,1.0879718,1.0878118,1.0833452,1.0807229,1.0821004,1.0977793,1.087786,1.0713403,1.0736718,1.0758576,1.0732329,1.0824968,1.0825872,1.0750084,1.0669796,1.0471801,1.0580263,1.0886497,1.081524,1.0851115,1.0776073,1.0729313,1.0720907,1.0825263,1.0714974,1.0775183,1.078277,1.0796067,1.072701,1.0797415,1.0805616,1.084987,1.0752738,1.0740583,1.0853827,1.0804796,1.075152,1.0860034,1.067186,1.082816,1.0754764,1.0837058,1.0800354,1.0764827,1.0751163,1.078987,1.0501962,1.0751739,1.0725958,1.0707636,1.0709372,1.0648059,1.0705616,1.0768757,1.0694423,1.0775098,1.0711384,1.0641861,1.067427,1.0698273,1.0737469,1.0684563,1.0679426,1.0659752,1.0587996,1.0504947,1.0649934,1.0753639,1.0640558,1.0495126,1.0707344,1.072108,1.0713887,1.0626106,1.063995,1.0654298,1.0604156,1.0649987,1.0637261,1.0545678,1.0698127,1.0730733,1.073704,1.0706861,1.0749099,1.0536721,1.0582657,1.0708857,1.068436,1.0732532
26,27,1.0765297,1.0606647,1.0763023,1.067872,1.0867027,1.0772779,0.87117839,1.0889565,1.0820186,1.0737063,1.0847611,1.0829701,1.0783178,1.0792816,1.0913707,1.082724,1.0811551,1.0833145,1.0857804,1.0836612,1.0980428,1.0812806,1.0963322,1.0805706,1.0749129,1.0819111,1.0786973,1.0764073,1.0861981,1.0876236,1.0832652,1.0841765,1.0713689,1.0879831,1.0878365,1.0832411,1.0806965,1.082139,1.0979686,1.0877864,1.0695125,1.0737131,1.0758127,1.073171,1.0824174,1.0826246,1.0751594,1.0662242,1.0467929,1.0558233,1.0888509,1.0819252,1.085093,1.07734,1.0730788,1.0717306,1.0819838,1.0709411,1.0769471,1.0779268,1.0786881,1.072587,1.0794073,1.0787054,1.0845143,1.0738608,1.0742311,1.0855457,1.0805751,1.0751072,1.085921,1.0668479,1.0821142,1.0749139,1.0833554,1.0801125,1.0767171,1.0754603,1.0792722,1.0502045,1.0751389,1.0728347,1.0704046,1.0711445,1.0648488,1.0705761,1.0769049,1.0694727,1.0774307,1.0711924,1.0642244,1.0674955,1.0698293,1.0737698,1.0684401,1.0679771,1.0658994,1.0587567,1.0504878,1.0649289,1.0753471,1.0640196,1.0491428,1.0708416,1.0721593,1.0714269,1.0625855,1.0639998,1.0652992,1.060341,1.0652134,1.0637745,1.0545758,1.069882,1.0732584,1.0737188,1.0708919,1.0751401,1.053867,1.0583693,1.0708859,1.0683317,1.073244
27,28,1.0764791,1.060591,1.0762902,1.0678892,1.0867378,1.0773371,0.87117839,1.0890207,1.0819744,1.0736541,1.0848097,1.083003,1.0785037,1.0793499,1.0915,1.0827583,1.0811859,1.0833284,1.0857624,1.0836823,1.0980171,1.0813103,1.0963182,1.0805887,1.0749422,1.0819091,1.0787256,1.0764263,1.08626,1.0875967,1.0832728,1.084216,1.0713397,1.0879589,1.0878332,1.083263,1.0807351,1.0820864,1.0978606,1.0879238,1.0704086,1.073755,1.0758456,1.0730276,1.082337,1.0826403,1.0761997,1.0669907,1.0467069,1.0561647,1.0889319,1.0816402,1.0851033,1.0776042,1.0727284,1.071992,1.082377,1.0713613,1.0773923,1.0783483,1.0793823,1.0727644,1.0796819,1.0804583,1.0849357,1.0751778,1.0741155,1.0855169,1.0805042,1.0752414,1.086109,1.0670344,1.0827899,1.0753349,1.0835786,1.0801541,1.0765363,1.0752534,1.0792689,1.0501623,1.0749916,1.0727203,1.0704691,1.0713712,1.0648974,1.0706364,1.076943,1.0694932,1.0774046,1.0711606,1.0643399,1.0676289,1.0697821,1.0737832,1.0686824,1.0680169,1.0657502,1.0588921,1.0503314,1.0650964,1.0752749,1.0641215,1.048921,1.0709153,1.0722349,1.0713661,1.0627127,1.0641698,1.0653456,1.060212,1.0655317,1.0637552,1.0546381,1.0699378,1.0731527,1.0737839,1.0720105,1.0751652,1.0539819,1.0582081,1.0683064,1.068195,1.073355
